"Tanggal","Source","Major","Total_Spending","Bulan","Month","Day","Week","Sources"
2023-09-01,"Facebook Ads","data_science",743743,Sep 2023,Sep 2023,1,"1","Facebook Ads"
2023-09-02,"Facebook Ads","data_science",754551,Sep 2023,Sep 2023,2,"1","Facebook Ads"
2023-09-03,"Facebook Ads","data_science",729166,Sep 2023,Sep 2023,3,"1","Facebook Ads"
2023-09-04,"Facebook Ads","data_science",238495,Sep 2023,Sep 2023,4,"1","Facebook Ads"
2023-09-06,"Facebook Ads","data_science",268151,Sep 2023,Sep 2023,6,"1","Facebook Ads"
2023-09-07,"Facebook Ads","data_science",321856,Sep 2023,Sep 2023,7,"1","Facebook Ads"
2023-09-08,"Facebook Ads","data_science",320449,Sep 2023,Sep 2023,8,"2","Facebook Ads"
2023-09-09,"Facebook Ads","data_science",329544,Sep 2023,Sep 2023,9,"2","Facebook Ads"
2023-09-10,"Facebook Ads","data_science",196914,Sep 2023,Sep 2023,10,"2","Facebook Ads"
2023-09-11,"Facebook Ads","data_science",349610,Sep 2023,Sep 2023,11,"2","Facebook Ads"
2023-09-12,"Facebook Ads","data_science",451844,Sep 2023,Sep 2023,12,"2","Facebook Ads"
2023-09-13,"Facebook Ads","data_science",667357,Sep 2023,Sep 2023,13,"2","Facebook Ads"
2023-09-14,"Facebook Ads","data_science",691712,Sep 2023,Sep 2023,14,"2","Facebook Ads"
2023-09-15,"Facebook Ads","data_science",642528,Sep 2023,Sep 2023,15,"3","Facebook Ads"
2023-09-16,"Facebook Ads","data_science",635377,Sep 2023,Sep 2023,16,"3","Facebook Ads"
2023-09-17,"Facebook Ads","data_science",702416,Sep 2023,Sep 2023,17,"3","Facebook Ads"
2023-09-18,"Facebook Ads","data_science",630723,Sep 2023,Sep 2023,18,"3","Facebook Ads"
2023-09-19,"Facebook Ads","data_science",673201,Sep 2023,Sep 2023,19,"3","Facebook Ads"
2023-09-20,"Facebook Ads","data_science",650108,Sep 2023,Sep 2023,20,"3","Facebook Ads"
2023-09-21,"Facebook Ads","data_science",795547,Sep 2023,Sep 2023,21,"3","Facebook Ads"
2023-09-22,"Facebook Ads","data_science",1439283,Sep 2023,Sep 2023,22,"4","Facebook Ads"
2023-09-23,"Facebook Ads","data_science",1408512,Sep 2023,Sep 2023,23,"4","Facebook Ads"
2023-09-24,"Facebook Ads","data_science",1302324,Sep 2023,Sep 2023,24,"4","Facebook Ads"
2023-09-25,"Facebook Ads","data_science",1309826,Sep 2023,Sep 2023,25,"4","Facebook Ads"
2023-09-26,"Facebook Ads","data_science",1263185,Sep 2023,Sep 2023,26,"4","Facebook Ads"
2023-09-27,"Facebook Ads","data_science",1290263,Sep 2023,Sep 2023,27,"4","Facebook Ads"
2023-09-28,"Facebook Ads","data_science",1411138,Sep 2023,Sep 2023,28,"4","Facebook Ads"
2023-09-29,"Facebook Ads","data_science",1325139,Sep 2023,Sep 2023,29,"5","Facebook Ads"
2023-09-30,"Facebook Ads","data_science",657377,Sep 2023,Sep 2023,30,"5","Facebook Ads"
2023-10-01,"Facebook Ads","data_science",1253654,Oct 2023,Oct 2023,1,"1","Facebook Ads"
2023-10-02,"Facebook Ads","data_science",1077967,Oct 2023,Oct 2023,2,"1","Facebook Ads"
2023-10-03,"Facebook Ads","data_science",493460,Oct 2023,Oct 2023,3,"1","Facebook Ads"
2023-10-04,"Facebook Ads","data_science",647347,Oct 2023,Oct 2023,4,"1","Facebook Ads"
2023-10-05,"Facebook Ads","data_science",618092,Oct 2023,Oct 2023,5,"1","Facebook Ads"
2023-10-06,"Facebook Ads","data_science",455042,Oct 2023,Oct 2023,6,"1","Facebook Ads"
2023-10-07,"Facebook Ads","data_science",476222,Oct 2023,Oct 2023,7,"1","Facebook Ads"
2023-10-08,"Facebook Ads","data_science",476315,Oct 2023,Oct 2023,8,"2","Facebook Ads"
2023-10-09,"Facebook Ads","data_science",461715,Oct 2023,Oct 2023,9,"2","Facebook Ads"
2023-10-10,"Facebook Ads","data_science",295796,Oct 2023,Oct 2023,10,"2","Facebook Ads"
2023-10-11,"Facebook Ads","data_science",196308,Oct 2023,Oct 2023,11,"2","Facebook Ads"
2023-10-12,"Facebook Ads","data_science",196253,Oct 2023,Oct 2023,12,"2","Facebook Ads"
2023-10-13,"Facebook Ads","data_science",192546,Oct 2023,Oct 2023,13,"2","Facebook Ads"
2023-10-14,"Facebook Ads","data_science",195320,Oct 2023,Oct 2023,14,"2","Facebook Ads"
2023-10-15,"Facebook Ads","data_science",153303,Oct 2023,Oct 2023,15,"3","Facebook Ads"
2023-10-16,"Facebook Ads","data_science",205302,Oct 2023,Oct 2023,16,"3","Facebook Ads"
2023-10-17,"Facebook Ads","data_science",208164,Oct 2023,Oct 2023,17,"3","Facebook Ads"
2023-10-18,"Facebook Ads","data_science",288499,Oct 2023,Oct 2023,18,"3","Facebook Ads"
2023-10-19,"Facebook Ads","data_science",320245,Oct 2023,Oct 2023,19,"3","Facebook Ads"
2023-10-20,"Facebook Ads","data_science",368256,Oct 2023,Oct 2023,20,"3","Facebook Ads"
2023-10-21,"Facebook Ads","data_science",387833,Oct 2023,Oct 2023,21,"3","Facebook Ads"
2023-10-22,"Facebook Ads","data_science",534117,Oct 2023,Oct 2023,22,"4","Facebook Ads"
2023-10-23,"Facebook Ads","data_science",449125,Oct 2023,Oct 2023,23,"4","Facebook Ads"
2023-10-24,"Facebook Ads","data_science",488225,Oct 2023,Oct 2023,24,"4","Facebook Ads"
2023-10-25,"Facebook Ads","data_science",584372,Oct 2023,Oct 2023,25,"4","Facebook Ads"
2023-10-26,"Facebook Ads","data_science",589785,Oct 2023,Oct 2023,26,"4","Facebook Ads"
2023-10-27,"Facebook Ads","data_science",779182,Oct 2023,Oct 2023,27,"4","Facebook Ads"
2023-10-28,"Facebook Ads","data_science",842425,Oct 2023,Oct 2023,28,"4","Facebook Ads"
2023-10-29,"Facebook Ads","data_science",929771,Oct 2023,Oct 2023,29,"5","Facebook Ads"
2023-10-30,"Facebook Ads","data_science",1254287,Oct 2023,Oct 2023,30,"5","Facebook Ads"
2023-10-31,"Facebook Ads","data_science",1362838,Oct 2023,Oct 2023,31,"5","Facebook Ads"
2023-11-01,"Facebook Ads","data_science",629315,Nov 2023,Nov 2023,1,"1","Facebook Ads"
2023-11-02,"Facebook Ads","data_science",419955,Nov 2023,Nov 2023,2,"1","Facebook Ads"
2023-11-03,"Facebook Ads","data_science",416097,Nov 2023,Nov 2023,3,"1","Facebook Ads"
2023-11-04,"Facebook Ads","data_science",438260,Nov 2023,Nov 2023,4,"1","Facebook Ads"
2023-11-05,"Facebook Ads","data_science",145756,Nov 2023,Nov 2023,5,"1","Facebook Ads"
2023-11-06,"Facebook Ads","data_science",490340,Nov 2023,Nov 2023,6,"1","Facebook Ads"
2023-11-07,"Facebook Ads","data_science",475182,Nov 2023,Nov 2023,7,"1","Facebook Ads"
2023-11-08,"Facebook Ads","data_science",467805,Nov 2023,Nov 2023,8,"2","Facebook Ads"
2023-11-09,"Facebook Ads","data_science",479797,Nov 2023,Nov 2023,9,"2","Facebook Ads"
2023-11-10,"Facebook Ads","data_science",330240,Nov 2023,Nov 2023,10,"2","Facebook Ads"
2023-11-11,"Facebook Ads","data_science",255530,Nov 2023,Nov 2023,11,"2","Facebook Ads"
2023-11-12,"Facebook Ads","data_science",245367,Nov 2023,Nov 2023,12,"2","Facebook Ads"
2023-11-13,"Facebook Ads","data_science",241881,Nov 2023,Nov 2023,13,"2","Facebook Ads"
2023-11-14,"Facebook Ads","data_science",286943,Nov 2023,Nov 2023,14,"2","Facebook Ads"
2023-11-15,"Facebook Ads","data_science",324837,Nov 2023,Nov 2023,15,"3","Facebook Ads"
2023-11-16,"Facebook Ads","data_science",336163,Nov 2023,Nov 2023,16,"3","Facebook Ads"
2023-11-17,"Facebook Ads","data_science",375500,Nov 2023,Nov 2023,17,"3","Facebook Ads"
2023-11-18,"Facebook Ads","data_science",519154,Nov 2023,Nov 2023,18,"3","Facebook Ads"
2023-11-19,"Facebook Ads","data_science",533145,Nov 2023,Nov 2023,19,"3","Facebook Ads"
2023-11-20,"Facebook Ads","data_science",519888,Nov 2023,Nov 2023,20,"3","Facebook Ads"
2023-11-21,"Facebook Ads","data_science",541424,Nov 2023,Nov 2023,21,"3","Facebook Ads"
2023-11-22,"Facebook Ads","data_science",612617,Nov 2023,Nov 2023,22,"4","Facebook Ads"
2023-11-23,"Facebook Ads","data_science",622446,Nov 2023,Nov 2023,23,"4","Facebook Ads"
2023-11-24,"Facebook Ads","data_science",663200,Nov 2023,Nov 2023,24,"4","Facebook Ads"
2023-11-25,"Facebook Ads","data_science",646424,Nov 2023,Nov 2023,25,"4","Facebook Ads"
2023-11-26,"Facebook Ads","data_science",562483,Nov 2023,Nov 2023,26,"4","Facebook Ads"
2023-11-27,"Facebook Ads","data_science",684611,Nov 2023,Nov 2023,27,"4","Facebook Ads"
2023-11-28,"Facebook Ads","data_science",1047286,Nov 2023,Nov 2023,28,"4","Facebook Ads"
2023-11-29,"Facebook Ads","data_science",1129109,Nov 2023,Nov 2023,29,"5","Facebook Ads"
2023-11-30,"Facebook Ads","data_science",1100419,Nov 2023,Nov 2023,30,"5","Facebook Ads"
2023-12-01,"Facebook Ads","data_science",878946,Dec 2023,Dec 2023,1,"1","Facebook Ads"
2023-12-02,"Facebook Ads","data_science",344992,Dec 2023,Dec 2023,2,"1","Facebook Ads"
2023-12-04,"Facebook Ads","data_science",465223,Dec 2023,Dec 2023,4,"1","Facebook Ads"
2023-12-05,"Facebook Ads","data_science",456388,Dec 2023,Dec 2023,5,"1","Facebook Ads"
2023-12-06,"Facebook Ads","data_science",106256,Dec 2023,Dec 2023,6,"1","Facebook Ads"
2023-06-09,"Google Ads","data_science",172701,Jun 2023,Jun 2023,9,"2","Google Ads"
2023-06-10,"Google Ads","data_science",156597,Jun 2023,Jun 2023,10,"2","Google Ads"
2023-06-11,"Google Ads","data_science",192692,Jun 2023,Jun 2023,11,"2","Google Ads"
2023-06-12,"Google Ads","data_science",173585.44,Jun 2023,Jun 2023,12,"2","Google Ads"
2023-06-13,"Google Ads","data_science",173887,Jun 2023,Jun 2023,13,"2","Google Ads"
2023-06-14,"Google Ads","data_science",174890,Jun 2023,Jun 2023,14,"2","Google Ads"
2023-06-15,"Google Ads","data_science",174422.82,Jun 2023,Jun 2023,15,"3","Google Ads"
2023-06-16,"Google Ads","data_science",173042,Jun 2023,Jun 2023,16,"3","Google Ads"
2023-06-17,"Google Ads","data_science",170590,Jun 2023,Jun 2023,17,"3","Google Ads"
2023-06-18,"Google Ads","data_science",174555,Jun 2023,Jun 2023,18,"3","Google Ads"
2023-06-19,"Google Ads","data_science",54223,Jun 2023,Jun 2023,19,"3","Google Ads"
2023-07-17,"Google Ads","data_science",22362.09,Jul 2023,Jul 2023,17,"3","Google Ads"
2023-07-18,"Google Ads","data_science",169347.73,Jul 2023,Jul 2023,18,"3","Google Ads"
2023-07-19,"Google Ads","data_science",95064.78,Jul 2023,Jul 2023,19,"3","Google Ads"
2023-07-20,"Google Ads","data_science",93703.01,Jul 2023,Jul 2023,20,"3","Google Ads"
2023-07-21,"Google Ads","data_science",4348.25,Jul 2023,Jul 2023,21,"3","Google Ads"
2023-07-22,"Google Ads","data_science",184788.75,Jul 2023,Jul 2023,22,"4","Google Ads"
2023-07-23,"Google Ads","data_science",112937.16,Jul 2023,Jul 2023,23,"4","Google Ads"
2023-07-24,"Google Ads","data_science",99488.49,Jul 2023,Jul 2023,24,"4","Google Ads"
2023-07-25,"Google Ads","data_science",95755.62,Jul 2023,Jul 2023,25,"4","Google Ads"
2023-07-26,"Google Ads","data_science",11420.39,Jul 2023,Jul 2023,26,"4","Google Ads"
2023-10-30,"Google Ads","data_science",152.37,Oct 2023,Oct 2023,30,"5","Google Ads"
2023-10-31,"Google Ads","data_science",0,Oct 2023,Oct 2023,31,"5","Google Ads"
2023-11-01,"Google Ads","data_science",21678.78,Nov 2023,Nov 2023,1,"1","Google Ads"
2023-11-02,"Google Ads","data_science",21105.26,Nov 2023,Nov 2023,2,"1","Google Ads"
2023-11-03,"Google Ads","data_science",20152.84,Nov 2023,Nov 2023,3,"1","Google Ads"
2023-11-04,"Google Ads","data_science",24588.58,Nov 2023,Nov 2023,4,"1","Google Ads"
2023-11-05,"Google Ads","data_science",23915.52,Nov 2023,Nov 2023,5,"1","Google Ads"
2023-11-06,"Google Ads","data_science",23969.42,Nov 2023,Nov 2023,6,"1","Google Ads"
2023-11-07,"Google Ads","data_science",23801.73,Nov 2023,Nov 2023,7,"1","Google Ads"
2023-11-08,"Google Ads","data_science",22331.07,Nov 2023,Nov 2023,8,"2","Google Ads"
2023-11-09,"Google Ads","data_science",20150.2,Nov 2023,Nov 2023,9,"2","Google Ads"
2023-11-10,"Google Ads","data_science",21212.43,Nov 2023,Nov 2023,10,"2","Google Ads"
2023-11-11,"Google Ads","data_science",18809.58,Nov 2023,Nov 2023,11,"2","Google Ads"
2023-11-12,"Google Ads","data_science",19767.26,Nov 2023,Nov 2023,12,"2","Google Ads"
2023-11-13,"Google Ads","data_science",16902.01,Nov 2023,Nov 2023,13,"2","Google Ads"
2023-11-14,"Google Ads","data_science",44998.96,Nov 2023,Nov 2023,14,"2","Google Ads"
2023-11-15,"Google Ads","data_science",57854.77,Nov 2023,Nov 2023,15,"3","Google Ads"
2023-11-16,"Google Ads","data_science",1153.66,Nov 2023,Nov 2023,16,"3","Google Ads"
2023-11-20,"Google Ads","data_science",0,Nov 2023,Nov 2023,20,"3","Google Ads"
2023-11-21,"Google Ads","data_science",377.32,Nov 2023,Nov 2023,21,"3","Google Ads"
2023-11-22,"Google Ads","data_science",497.69,Nov 2023,Nov 2023,22,"4","Google Ads"
2023-11-23,"Google Ads","data_science",948.72,Nov 2023,Nov 2023,23,"4","Google Ads"
2023-11-24,"Google Ads","data_science",8201.83,Nov 2023,Nov 2023,24,"4","Google Ads"
2023-11-25,"Google Ads","data_science",59643.55,Nov 2023,Nov 2023,25,"4","Google Ads"
2023-11-26,"Google Ads","data_science",55329.43,Nov 2023,Nov 2023,26,"4","Google Ads"
2023-11-27,"Google Ads","data_science",30491.05,Nov 2023,Nov 2023,27,"4","Google Ads"
2023-11-28,"Google Ads","data_science",26235.21,Nov 2023,Nov 2023,28,"4","Google Ads"
2023-11-29,"Google Ads","data_science",35227.89,Nov 2023,Nov 2023,29,"5","Google Ads"
2023-11-30,"Google Ads","data_science",23007.21,Nov 2023,Nov 2023,30,"5","Google Ads"
2023-12-01,"Google Ads","data_science",36560.19,Dec 2023,Dec 2023,1,"1","Google Ads"
2023-12-02,"Google Ads","data_science",37033.72,Dec 2023,Dec 2023,2,"1","Google Ads"
2023-12-03,"Google Ads","data_science",29955.81,Dec 2023,Dec 2023,3,"1","Google Ads"
2023-12-04,"Google Ads","data_science",29399.88,Dec 2023,Dec 2023,4,"1","Google Ads"
2023-12-05,"Google Ads","data_science",23593.62,Dec 2023,Dec 2023,5,"1","Google Ads"
2023-12-06,"Google Ads","data_science",20060.53,Dec 2023,Dec 2023,6,"1","Google Ads"
2021-04-12,"Facebook Ads","ui_ux",78522,Apr 2021,Apr 2021,12,"2","Facebook Ads"
2021-04-13,"Facebook Ads","ui_ux",1e+05,Apr 2021,Apr 2021,13,"2","Facebook Ads"
2021-04-14,"Facebook Ads","ui_ux",45665,Apr 2021,Apr 2021,14,"2","Facebook Ads"
2021-04-15,"Facebook Ads","ui_ux",30048,Apr 2021,Apr 2021,15,"3","Facebook Ads"
2021-04-16,"Facebook Ads","ui_ux",45447,Apr 2021,Apr 2021,16,"3","Facebook Ads"
2021-04-17,"Facebook Ads","ui_ux",36475,Apr 2021,Apr 2021,17,"3","Facebook Ads"
2021-04-18,"Facebook Ads","ui_ux",38933,Apr 2021,Apr 2021,18,"3","Facebook Ads"
2021-04-19,"Facebook Ads","ui_ux",39449,Apr 2021,Apr 2021,19,"3","Facebook Ads"
2021-04-20,"Facebook Ads","ui_ux",836272,Apr 2021,Apr 2021,20,"3","Facebook Ads"
2021-04-21,"Facebook Ads","ui_ux",902941,Apr 2021,Apr 2021,21,"3","Facebook Ads"
2021-04-22,"Facebook Ads","ui_ux",878848,Apr 2021,Apr 2021,22,"4","Facebook Ads"
2021-04-23,"Facebook Ads","ui_ux",905371,Apr 2021,Apr 2021,23,"4","Facebook Ads"
2021-04-24,"Facebook Ads","ui_ux",468898,Apr 2021,Apr 2021,24,"4","Facebook Ads"
2021-04-25,"Facebook Ads","ui_ux",301676,Apr 2021,Apr 2021,25,"4","Facebook Ads"
2021-04-26,"Facebook Ads","ui_ux",300854,Apr 2021,Apr 2021,26,"4","Facebook Ads"
2021-04-27,"Facebook Ads","ui_ux",482859,Apr 2021,Apr 2021,27,"4","Facebook Ads"
2021-04-28,"Facebook Ads","ui_ux",863851,Apr 2021,Apr 2021,28,"4","Facebook Ads"
2021-04-29,"Facebook Ads","ui_ux",889833,Apr 2021,Apr 2021,29,"5","Facebook Ads"
2021-04-30,"Facebook Ads","ui_ux",886562,Apr 2021,Apr 2021,30,"5","Facebook Ads"
2021-05-01,"Facebook Ads","ui_ux",942021,May 2021,May 2021,1,"1","Facebook Ads"
2021-05-02,"Facebook Ads","ui_ux",872695,May 2021,May 2021,2,"1","Facebook Ads"
2021-05-03,"Facebook Ads","ui_ux",907916,May 2021,May 2021,3,"1","Facebook Ads"
2021-05-04,"Facebook Ads","ui_ux",595693,May 2021,May 2021,4,"1","Facebook Ads"
2021-05-05,"Facebook Ads","ui_ux",288512,May 2021,May 2021,5,"1","Facebook Ads"
2021-05-06,"Facebook Ads","ui_ux",295849,May 2021,May 2021,6,"1","Facebook Ads"
2021-05-07,"Facebook Ads","ui_ux",141194,May 2021,May 2021,7,"1","Facebook Ads"
2021-05-17,"Facebook Ads","ui_ux",153327,May 2021,May 2021,17,"3","Facebook Ads"
2021-05-18,"Facebook Ads","ui_ux",391779,May 2021,May 2021,18,"3","Facebook Ads"
2021-05-19,"Facebook Ads","ui_ux",486433,May 2021,May 2021,19,"3","Facebook Ads"
2021-05-20,"Facebook Ads","ui_ux",531304,May 2021,May 2021,20,"3","Facebook Ads"
2021-05-21,"Facebook Ads","ui_ux",550306,May 2021,May 2021,21,"3","Facebook Ads"
2021-05-22,"Facebook Ads","ui_ux",964676,May 2021,May 2021,22,"4","Facebook Ads"
2021-05-23,"Facebook Ads","ui_ux",820553,May 2021,May 2021,23,"4","Facebook Ads"
2021-05-24,"Facebook Ads","ui_ux",480170,May 2021,May 2021,24,"4","Facebook Ads"
2021-05-25,"Facebook Ads","ui_ux",176253,May 2021,May 2021,25,"4","Facebook Ads"
2021-05-26,"Facebook Ads","ui_ux",155650,May 2021,May 2021,26,"4","Facebook Ads"
2021-05-27,"Facebook Ads","ui_ux",86560,May 2021,May 2021,27,"4","Facebook Ads"
2021-05-28,"Facebook Ads","ui_ux",749814,May 2021,May 2021,28,"4","Facebook Ads"
2021-05-29,"Facebook Ads","ui_ux",54595,May 2021,May 2021,29,"5","Facebook Ads"
2022-03-28,"Facebook Ads","ui_ux",232123,Mar 2022,Mar 2022,28,"4","Facebook Ads"
2022-03-29,"Facebook Ads","ui_ux",523119,Mar 2022,Mar 2022,29,"5","Facebook Ads"
2022-03-30,"Facebook Ads","ui_ux",413780,Mar 2022,Mar 2022,30,"5","Facebook Ads"
2022-03-31,"Facebook Ads","ui_ux",347763,Mar 2022,Mar 2022,31,"5","Facebook Ads"
2022-04-01,"Facebook Ads","ui_ux",347960,Apr 2022,Apr 2022,1,"1","Facebook Ads"
2022-04-02,"Facebook Ads","ui_ux",627087,Apr 2022,Apr 2022,2,"1","Facebook Ads"
2022-04-03,"Facebook Ads","ui_ux",348683,Apr 2022,Apr 2022,3,"1","Facebook Ads"
2022-04-04,"Facebook Ads","ui_ux",153059,Apr 2022,Apr 2022,4,"1","Facebook Ads"
2022-04-05,"Facebook Ads","ui_ux",72238,Apr 2022,Apr 2022,5,"1","Facebook Ads"
2022-04-06,"Facebook Ads","ui_ux",165065,Apr 2022,Apr 2022,6,"1","Facebook Ads"
2022-04-07,"Facebook Ads","ui_ux",248790,Apr 2022,Apr 2022,7,"1","Facebook Ads"
2022-04-08,"Facebook Ads","ui_ux",229449,Apr 2022,Apr 2022,8,"2","Facebook Ads"
2022-04-09,"Facebook Ads","ui_ux",241581,Apr 2022,Apr 2022,9,"2","Facebook Ads"
2022-04-10,"Facebook Ads","ui_ux",246928,Apr 2022,Apr 2022,10,"2","Facebook Ads"
2022-04-11,"Facebook Ads","ui_ux",207234,Apr 2022,Apr 2022,11,"2","Facebook Ads"
2022-04-12,"Facebook Ads","ui_ux",277742,Apr 2022,Apr 2022,12,"2","Facebook Ads"
2022-04-13,"Facebook Ads","ui_ux",177535,Apr 2022,Apr 2022,13,"2","Facebook Ads"
2022-04-14,"Facebook Ads","ui_ux",188842,Apr 2022,Apr 2022,14,"2","Facebook Ads"
2022-04-15,"Facebook Ads","ui_ux",192360,Apr 2022,Apr 2022,15,"3","Facebook Ads"
2022-04-16,"Facebook Ads","ui_ux",202751,Apr 2022,Apr 2022,16,"3","Facebook Ads"
2022-04-17,"Facebook Ads","ui_ux",281123,Apr 2022,Apr 2022,17,"3","Facebook Ads"
2022-04-18,"Facebook Ads","ui_ux",401286,Apr 2022,Apr 2022,18,"3","Facebook Ads"
2022-04-19,"Facebook Ads","ui_ux",389353,Apr 2022,Apr 2022,19,"3","Facebook Ads"
2022-04-20,"Facebook Ads","ui_ux",434427,Apr 2022,Apr 2022,20,"3","Facebook Ads"
2022-04-21,"Facebook Ads","ui_ux",553670,Apr 2022,Apr 2022,21,"3","Facebook Ads"
2022-04-22,"Facebook Ads","ui_ux",294860,Apr 2022,Apr 2022,22,"4","Facebook Ads"
2022-04-23,"Facebook Ads","ui_ux",141224,Apr 2022,Apr 2022,23,"4","Facebook Ads"
2022-04-24,"Facebook Ads","ui_ux",152688,Apr 2022,Apr 2022,24,"4","Facebook Ads"
2022-04-25,"Facebook Ads","ui_ux",150448,Apr 2022,Apr 2022,25,"4","Facebook Ads"
2022-04-26,"Facebook Ads","ui_ux",149608,Apr 2022,Apr 2022,26,"4","Facebook Ads"
2022-04-27,"Facebook Ads","ui_ux",148595,Apr 2022,Apr 2022,27,"4","Facebook Ads"
2022-04-28,"Facebook Ads","ui_ux",148700,Apr 2022,Apr 2022,28,"4","Facebook Ads"
2022-04-29,"Facebook Ads","ui_ux",149902,Apr 2022,Apr 2022,29,"5","Facebook Ads"
2022-04-30,"Facebook Ads","ui_ux",149749,Apr 2022,Apr 2022,30,"5","Facebook Ads"
2022-05-01,"Facebook Ads","ui_ux",92894,May 2022,May 2022,1,"1","Facebook Ads"
2022-05-12,"Facebook Ads","ui_ux",18416,May 2022,May 2022,12,"2","Facebook Ads"
2022-05-13,"Facebook Ads","ui_ux",97730,May 2022,May 2022,13,"2","Facebook Ads"
2022-05-14,"Facebook Ads","ui_ux",73899,May 2022,May 2022,14,"2","Facebook Ads"
2022-05-25,"Facebook Ads","ui_ux",60477,May 2022,May 2022,25,"4","Facebook Ads"
2022-05-26,"Facebook Ads","ui_ux",90767,May 2022,May 2022,26,"4","Facebook Ads"
2022-05-27,"Facebook Ads","ui_ux",94496,May 2022,May 2022,27,"4","Facebook Ads"
2022-05-28,"Facebook Ads","ui_ux",134043,May 2022,May 2022,28,"4","Facebook Ads"
2022-05-29,"Facebook Ads","ui_ux",198588,May 2022,May 2022,29,"5","Facebook Ads"
2022-05-30,"Facebook Ads","ui_ux",210000,May 2022,May 2022,30,"5","Facebook Ads"
2022-05-31,"Facebook Ads","ui_ux",248117,May 2022,May 2022,31,"5","Facebook Ads"
2022-06-01,"Facebook Ads","ui_ux",327597,Jun 2022,Jun 2022,1,"1","Facebook Ads"
2022-06-02,"Facebook Ads","ui_ux",391443,Jun 2022,Jun 2022,2,"1","Facebook Ads"
2022-06-03,"Facebook Ads","ui_ux",487198,Jun 2022,Jun 2022,3,"1","Facebook Ads"
2022-06-04,"Facebook Ads","ui_ux",516161,Jun 2022,Jun 2022,4,"1","Facebook Ads"
2022-06-05,"Facebook Ads","ui_ux",221844,Jun 2022,Jun 2022,5,"1","Facebook Ads"
2022-06-06,"Facebook Ads","ui_ux",373332,Jun 2022,Jun 2022,6,"1","Facebook Ads"
2022-06-07,"Facebook Ads","ui_ux",295858,Jun 2022,Jun 2022,7,"1","Facebook Ads"
2022-06-08,"Facebook Ads","ui_ux",294195,Jun 2022,Jun 2022,8,"2","Facebook Ads"
2022-06-09,"Facebook Ads","ui_ux",296825,Jun 2022,Jun 2022,9,"2","Facebook Ads"
2022-06-10,"Facebook Ads","ui_ux",344605,Jun 2022,Jun 2022,10,"2","Facebook Ads"
2022-06-11,"Facebook Ads","ui_ux",426190,Jun 2022,Jun 2022,11,"2","Facebook Ads"
2022-06-12,"Facebook Ads","ui_ux",446381,Jun 2022,Jun 2022,12,"2","Facebook Ads"
2022-06-13,"Facebook Ads","ui_ux",375062,Jun 2022,Jun 2022,13,"2","Facebook Ads"
2022-06-14,"Facebook Ads","ui_ux",290295,Jun 2022,Jun 2022,14,"2","Facebook Ads"
2022-06-15,"Facebook Ads","ui_ux",378727,Jun 2022,Jun 2022,15,"3","Facebook Ads"
2022-06-16,"Facebook Ads","ui_ux",371892,Jun 2022,Jun 2022,16,"3","Facebook Ads"
2022-06-17,"Facebook Ads","ui_ux",571641,Jun 2022,Jun 2022,17,"3","Facebook Ads"
2022-06-18,"Facebook Ads","ui_ux",641449,Jun 2022,Jun 2022,18,"3","Facebook Ads"
2022-06-19,"Facebook Ads","ui_ux",214806,Jun 2022,Jun 2022,19,"3","Facebook Ads"
2022-06-20,"Facebook Ads","ui_ux",297577,Jun 2022,Jun 2022,20,"3","Facebook Ads"
2022-06-21,"Facebook Ads","ui_ux",278636,Jun 2022,Jun 2022,21,"3","Facebook Ads"
2022-06-22,"Facebook Ads","ui_ux",268370,Jun 2022,Jun 2022,22,"4","Facebook Ads"
2022-06-23,"Facebook Ads","ui_ux",277626,Jun 2022,Jun 2022,23,"4","Facebook Ads"
2022-06-24,"Facebook Ads","ui_ux",275399,Jun 2022,Jun 2022,24,"4","Facebook Ads"
2022-06-25,"Facebook Ads","ui_ux",281572,Jun 2022,Jun 2022,25,"4","Facebook Ads"
2022-06-26,"Facebook Ads","ui_ux",144446,Jun 2022,Jun 2022,26,"4","Facebook Ads"
2022-06-27,"Facebook Ads","ui_ux",125000,Jun 2022,Jun 2022,27,"4","Facebook Ads"
2022-06-28,"Facebook Ads","ui_ux",120223,Jun 2022,Jun 2022,28,"4","Facebook Ads"
2022-06-29,"Facebook Ads","ui_ux",85368,Jun 2022,Jun 2022,29,"5","Facebook Ads"
2022-06-30,"Facebook Ads","ui_ux",109492,Jun 2022,Jun 2022,30,"5","Facebook Ads"
2022-07-01,"Facebook Ads","ui_ux",237143,Jul 2022,Jul 2022,1,"1","Facebook Ads"
2022-07-02,"Facebook Ads","ui_ux",251799,Jul 2022,Jul 2022,2,"1","Facebook Ads"
2022-07-03,"Facebook Ads","ui_ux",273775,Jul 2022,Jul 2022,3,"1","Facebook Ads"
2022-07-04,"Facebook Ads","ui_ux",373887,Jul 2022,Jul 2022,4,"1","Facebook Ads"
2022-07-05,"Facebook Ads","ui_ux",651025,Jul 2022,Jul 2022,5,"1","Facebook Ads"
2022-07-06,"Facebook Ads","ui_ux",742443,Jul 2022,Jul 2022,6,"1","Facebook Ads"
2022-07-07,"Facebook Ads","ui_ux",758969,Jul 2022,Jul 2022,7,"1","Facebook Ads"
2022-07-08,"Facebook Ads","ui_ux",556705,Jul 2022,Jul 2022,8,"2","Facebook Ads"
